vehicle_1,vehicle_2,vehicle_1_route,vehicle_2_route,weighted_congestion_score
633,909,1,2,2.5322729987400527
634,636,2,1,5.262940844280733
634,636,2,2,3.590010318632724
634,652,1,1,3.1452831891609834
634,658,2,2,0.679899351179837
634,683,1,2,2.3929110711669868
634,722,2,2,2.6196518292997766
634,764,2,1,0.754151196147537
634,776,2,1,0.3779437996338212
634,781,1,2,0.47695576303214626
634,784,2,2,7.097552152727873
634,825,1,2,3.4196975040257676
634,854,1,1,0.4607466904240901
634,858,1,1,14.534728288527655
634,858,1,2,2.559817555589624
634,872,1,1,2.445024127437107
634,939,1,1,3.3698527115280053
634,946,1,1,8.246975357605349
634,946,1,2,0.0
634,949,1,1,0.9300966974728331
634,958,2,1,9.36376598978893
634,958,2,2,5.333581982673311
634,979,1,2,1.0065848014594525
634,982,2,1,2.545185422008954
635,664,2,1,3.198490843145629
635,698,2,2,1.81411793349539
635,730,1,1,1.2111607685609802
635,749,1,1,1.0692612704999518
635,809,1,2,0.7078554546934529
635,857,1,2,1.9055212059277
635,885,1,1,0.43551977667139585
635,947,1,2,0.8959131214107123
635,953,1,1,0.6933649748037829
635,953,1,2,0.9762737199119664
635,992,1,2,2.061292476237816
635,996,1,1,1.2498456088456193
636,784,1,1,0.44684106354972114
636,784,1,2,2.746762852893543
636,784,2,2,0.6035626420192093
636,958,1,1,10.541788951009508
636,958,1,2,10.541788951009508
636,958,2,1,2.6718207533001355
636,958,2,2,2.6718207533001355
637,702,1,1,0.0
637,702,1,2,2.3093038130361343
637,715,1,1,0.6583091504911668
637,735,2,1,0.2533294801468436
637,735,2,2,0.2533294801468436
637,747,1,1,3.5963310796601795
637,747,2,2,0.6378667926579641
637,753,1,1,0.2340404063382489
637,753,2,2,2.3243443631684135
637,757,2,2,8.566520870359662
637,816,2,2,3.5072656732767182
637,869,1,1,0.0
637,883,1,1,0.0
637,945,1,1,0.0
638,712,2,2,0.8242466651267735
638,725,1,1,3.507837924907949
638,745,2,1,0.6970396082101201
638,746,1,2,0.29492201293080583
638,780,2,1,1.3785979868449219
638,789,2,2,0.2736619278482465
638,790,1,2,0.43010007860419275
638,943,1,1,6.311794864693306
638,975,1,2,1.130297424288413
638,976,2,2,0.354249003056434
639,798,2,2,0.3922398126877412
639,808,2,1,3.696588748964295
639,808,2,2,3.0505046715461797
639,856,2,2,0.24655633483847147
639,913,2,1,0.8132352983361292
639,922,2,1,0.44097840568014957
640,647,2,1,5.554456798229535
640,654,2,1,0.42838892140049933
640,711,1,2,1.1532120876265526
640,711,2,1,0.8252213980869764
640,737,2,1,4.980371294959902
640,776,2,1,4.27229282228065
640,781,2,1,0.3994322858186761
640,795,2,1,7.217873518030583
640,835,2,1,3.723722446774386
640,835,2,2,3.3365281475370048
640,859,2,1,0.4591847436257148
640,906,2,2,1.4876202638780565
640,932,2,2,10.943062926769334
640,954,2,1,2.114659604263952
640,971,2,2,5.466662155847424
642,769,1,1,2.437807888667193
642,769,1,2,6.820313223488968
642,788,2,1,1.2616630545243368
642,809,2,2,1.0113644769922023
642,858,1,2,0.3625230199494646
642,892,2,1,0.48430363144806815
642,904,1,2,6.241297223737537
642,904,2,1,5.634629565782988
642,928,2,2,3.254543310261489
642,989,2,1,13.852830698308926
642,990,2,1,0.5179412531247151
642,992,2,2,0.4553282573933884
643,736,1,1,0.9206398957027907
643,736,1,2,0.9206398957027907
643,863,1,1,4.172958911862708
644,761,1,1,1.567164521244305
644,981,1,1,1.5978434288267467
645,702,1,2,0.0
645,702,2,1,0.490508194348033
645,702,2,2,0.490508194348033
645,725,1,1,7.528236754323263
645,746,1,2,0.4745656934047733
645,753,1,1,4.715643120235846
645,753,1,2,1.559403301732555
645,753,2,1,2.3378377144666436
645,753,2,2,1.1607344377318305
645,790,1,2,0.6356800250150018
646,675,1,1,0.5338263063636047
646,799,1,1,8.032811357462311
646,799,1,2,5.934808532413836
646,841,1,1,0.8143295269385951
646,890,1,1,0.3675577037072073
647,704,1,1,1.1954877639499248
647,711,1,1,0.4895482201020849
647,726,2,1,4.337563030531173
647,795,1,1,4.238812923783253
647,835,1,2,1.225790385527385
647,859,1,1,0.4834149856737159
647,932,1,1,1.5063352714944112
647,932,1,2,16.022026010693676
647,936,2,1,2.4126235160040843
647,936,2,2,7.591697083403179
647,971,1,2,6.2905357751366235
648,801,1,1,17.984862731517424
648,801,1,2,16.30262695529448
648,801,2,1,2.7991647144384824
648,801,2,2,2.122818205955112
648,888,1,1,21.110381514132758
648,888,1,2,0.7983994776964343
648,888,2,1,2.6113443784647354
648,888,2,2,14.741490581735713
648,904,1,2,0.25883454359114
648,985,1,2,0.7265538486233891
649,720,2,2,1.8079593879199813
649,731,2,1,1.9586475800245862
650,777,1,1,0.548336323704125
651,720,1,1,1.4117858443030156
651,813,1,1,8.082018063316458
651,862,1,1,8.390306748654652
651,862,2,2,3.776071391595669
651,882,2,1,2.868933357024366
651,931,2,1,0.8486826918687744
651,935,2,1,0.5308261436796019
651,938,1,1,7.414470580349888
651,951,1,1,3.1291076411487833
651,973,1,1,1.8440737235904592
651,976,2,2,0.401471141758362
652,654,1,1,1.0967016698333132
652,654,2,1,0.421242139512342
652,758,1,1,0.6872713460902466
652,758,1,2,4.22577799743926
652,758,2,1,1.1536152395599022
652,758,2,2,0.9085438527650589
652,774,1,1,2.2239985686530495
652,825,1,2,12.266923950355064
652,858,1,1,1.2164214594840739
652,872,1,1,9.826044852967312
652,906,1,1,1.731056636061378
652,906,1,2,0.5045061274962955
652,939,1,1,4.60906781936462
652,939,2,2,1.9608073453648636
652,942,1,2,5.814246476458441
652,942,2,1,0.7384218645549506
652,946,1,1,1.3654833600425191
652,949,1,1,1.788024842925475
652,954,1,1,0.35097075221993734
652,954,2,2,7.0744469490286415
652,997,2,2,0.0
653,850,2,1,0.8048267708471741
653,850,2,2,6.755680865715692
653,968,2,2,0.46924546858251814
654,758,1,2,2.485347348579742
654,774,1,1,2.454935840079405
654,795,1,1,0.7326109163569212
654,835,1,1,0.7918497500984898
654,835,1,2,1.341902458947275
654,872,1,1,1.4505701930050017
654,906,1,2,3.975700547696583
654,932,1,2,0.3796685285685917
654,939,1,1,3.271280779150189
654,942,1,2,1.9847939911763464
654,954,1,1,2.904260295013451
655,693,1,2,6.057583471771641
655,693,2,2,7.928683652931307
655,712,1,2,1.0995834605317105
655,745,1,1,2.4897875830866036
655,780,1,1,1.1598734568434814
655,789,1,2,1.2767105755191168
655,823,1,2,2.4965396027642415
655,823,2,2,0.5761836447639542
655,827,1,1,3.0855992507827334
655,827,2,1,3.455941843464641
655,852,1,2,0.6211341120558724
655,852,2,2,0.6211341120558724
655,897,1,1,1.071663261434912
655,1000,1,1,4.649931994123553
655,1000,1,2,2.784606859739507
655,1000,2,1,0.8484163380024514
655,1000,2,2,0.7785181692138992
656,741,1,1,0.9512161255913365
656,757,2,1,0.0
656,759,1,1,0.6258753632004672
656,785,2,1,0.0
656,812,1,1,0.9504834575209817
656,812,1,2,1.1642884288870472
656,816,2,1,0.0
656,847,1,1,0.3344503502101729
656,899,1,1,0.31690362725129645
657,660,1,1,0.0
657,660,1,2,2.941331808538248
657,660,2,1,0.0
657,660,2,2,7.529789765300808
657,668,1,2,2.2576849074888763
657,682,1,2,0.31231282337387395
657,690,2,1,1.6342164088274518
657,690,2,2,0.3700565041430795
657,737,1,1,4.190311918533868
657,737,1,2,0.0
657,797,1,1,0.41423676056516684
657,802,1,1,0.9214834994454517
657,822,1,2,0.38425767496441593
657,871,2,2,0.9909075417179476
657,907,1,1,1.9240677314976995
657,907,2,2,2.5989774636338545
657,926,2,2,5.0985771409414395
657,959,1,1,1.772520095911322
657,993,1,1,0.88101007830365
657,993,1,2,16.35963691993694
657,993,2,1,18.181703339262885
657,993,2,2,0.88101007830365
658,675,1,1,4.448669815340387
658,675,1,2,1.7355276243614624
658,675,2,1,1.8924813878366682
658,675,2,2,9.393799822891973
658,677,2,1,1.418905649454297
658,765,2,1,2.099906202319109
658,769,1,2,0.4587031992401685
658,769,2,2,1.043125440582096
658,784,1,1,2.6836465298511505
658,823,2,1,0.6355568075084779
658,830,2,1,0.6743662982089629
658,966,2,1,2.146581979095483
658,987,2,1,0.7328881138208619
659,669,2,2,1.1074017827938913
659,685,1,1,0.7002397113234606
659,699,2,1,0.4623828379533748
659,702,1,1,0.0
659,725,1,2,2.4972089829733988
659,726,2,2,1.2829585944158672
659,737,2,2,4.261844144967656
659,759,1,1,2.6405621353970545
659,759,2,1,1.5205504206141067
659,785,1,1,0.6558306610245992
659,791,1,1,1.3542226177171819
659,825,1,2,2.2740925039771644
659,825,2,2,2.2740925039771644
659,869,1,1,1.8146377391468191
659,880,2,1,1.9580184337882298
659,973,1,1,0.9487648071536814
659,973,1,2,0.9487648071536814
660,690,2,1,0.3152456602563747
660,690,2,2,0.385285959881757
660,787,2,1,2.4429269912970812
660,871,1,1,1.352192991816446
660,871,2,2,1.8416340922554788
660,891,1,1,1.1914982342782032
660,891,1,2,0.8976621850034237
660,891,2,2,0.6377049641021801
660,907,2,2,0.4556137615556986
660,926,1,1,6.109062037897728
660,926,2,2,6.531649422307812
660,927,2,1,0.6460480535848343
660,993,1,1,1.1864127159932174
660,993,1,2,1.1864127159932174
660,993,2,1,5.459764777764111
660,993,2,2,1.7089859830909315
662,664,1,2,0.32698894031870257
662,682,2,1,0.601485526852974
662,727,1,1,0.8587117423271449
662,727,2,1,16.97346541328045
662,735,2,2,0.5426990114346543
662,876,2,1,1.021943763611608
662,931,1,1,0.4602911424385872
662,931,2,2,4.631289707960431
662,973,1,1,0.6165964964024986
663,691,1,1,0.5063969215049691
664,698,1,2,3.45806672337939
664,714,1,1,0.5272268248356776
664,794,2,1,5.568733748480101
664,973,2,1,2.9112411782745324
664,973,2,2,0.9321474982013462
665,717,1,1,1.5778046178490932
665,717,2,1,1.5778046178490932
665,764,2,1,1.150018395555826
665,782,1,2,4.867709388877233
665,800,1,1,0.7227648016641668
665,800,1,2,0.7227648016641668
665,800,2,1,0.7227648016641668
665,800,2,2,0.7227648016641668
665,929,2,1,0.422403016233829
665,948,1,2,1.0281262083705083
665,956,1,1,4.730475402932586
665,956,1,2,2.2699753673142973
665,956,2,1,4.730475402932586
665,956,2,2,2.2699753673142973
665,987,1,2,2.5308114777002104
666,668,1,1,0.6288028497781859
666,684,1,2,2.935172136781434
666,684,2,2,0.6685047524737442
666,743,2,1,2.211179141932395
666,839,1,1,0.0
666,839,1,2,4.178029376429698
666,839,2,1,0.0
666,839,2,2,7.696597185247017
666,866,2,2,1.87833766425118
666,880,1,2,0.49048648460125327
666,905,1,1,0.8105385378658649
666,905,2,1,0.801631474056223
666,958,2,1,1.812697125707794
666,961,2,1,0.6543546913921193
667,685,2,2,1.154691872895539
667,817,2,1,4.2045562857849585
667,817,2,2,1.0408575874361792
667,847,2,1,0.29747892426149175
667,911,2,2,0.33512301956072704
667,943,1,2,3.335391823312791
667,975,2,1,1.198112122258033
667,975,2,2,0.37750173185425656
667,995,2,2,3.1158842924500165
668,684,1,2,4.980912009432567
668,743,1,1,0.8973232039227974
668,745,2,2,2.123526089550282
668,802,1,1,2.033821088170672
668,802,1,2,1.0386424645496142
668,854,2,1,5.298615598184788
668,905,2,2,0.7173627398512324
668,907,2,1,1.05188594268582
668,941,2,1,0.5915786169258368
668,993,2,2,1.1097838789978356
669,680,2,1,0.4285421661059416
669,699,1,2,2.358322827396588
669,699,2,1,7.585766669631758
669,737,2,2,0.361575475414408
669,738,2,2,0.0
669,814,1,2,1.5695275400528597
669,832,2,1,4.706451955691277
669,871,1,2,0.7908593689862502
669,898,2,1,0.4289216051656356
669,898,2,2,2.93053450677505
669,903,2,2,6.376108790738494
669,907,1,2,0.562354557613515
669,920,1,1,0.0
669,927,1,1,0.0
669,958,2,2,0.43386404918463756
669,984,2,1,2.1166022980922
670,712,1,2,0.7865637933980331
670,712,2,2,0.7755881956417882
670,738,1,2,4.246862998470866
670,832,2,1,0.3970569056164222
670,832,2,2,0.3970569056164222
670,898,2,2,1.4236277453552657
670,903,2,2,1.2906712566098801
670,918,1,1,0.7177164724617344
670,918,2,1,0.3844050059865691
670,959,1,1,5.966055893267926
670,959,2,1,0.392046765598383
671,688,2,1,1.496276558239313
671,688,2,2,3.335614092092576
671,710,1,2,1.2692091020293086
671,752,2,1,2.5518610120230063
671,756,2,1,0.440719526344044
671,764,2,1,1.5305056439921252
671,764,2,2,5.632144206005306
671,786,1,1,10.818288453207455
671,786,1,2,1.3504812055632143
671,786,2,2,4.593564495694741
671,795,1,2,0.42098833004070235
671,824,1,2,1.2714311480137475
671,826,1,1,1.3881536393600966
671,846,1,2,3.5424866459281334
671,860,1,1,13.816365266894561
671,860,1,2,2.890942597852802
671,860,2,1,0.7192165354527471
671,860,2,2,5.988590857935458
671,867,1,1,1.0984454022039571
671,876,1,2,8.074953193760539
671,882,1,2,0.7850168230230933
671,884,1,2,1.6698839541461612
671,915,1,1,1.3964198054223207
671,915,1,2,1.3964198054223207
671,920,1,2,0.352710589181381
671,929,2,1,3.432955937445603
671,929,2,2,9.565047758324368
671,932,1,1,4.482790718418602
671,938,1,2,1.0973242808670642
671,944,1,2,0.5901190047765681
671,962,2,1,3.0941941661767993
673,683,1,1,2.733145401297471
673,868,1,1,0.8039289930727229
673,874,1,1,0.7519219345790414
673,874,1,2,0.7519219345790414
674,895,1,1,1.06662332427688
675,765,2,1,4.424359529680574
675,780,1,1,0.8568081505374902
675,799,1,2,0.6897650673854386
675,823,2,1,0.569738917043398
675,830,2,1,0.5980721282488503
675,966,2,1,1.6054866446924914
675,987,2,1,0.6577575409333682
676,913,2,1,2.6861045523573877
677,788,2,1,0.4500435675768916
677,874,1,2,1.5314436751547926
677,892,2,1,1.41258879366195
677,950,2,2,15.31987046787498
677,990,2,1,1.5154012031488961
679,699,1,2,3.97154395673987
679,723,2,1,0.8160851412749948
679,751,2,1,0.4865811676912082
679,812,1,1,0.2603862350154415
679,812,1,2,0.0
679,845,1,1,0.376044876513224
679,847,1,1,0.3539780195181326
679,884,1,2,1.0383884502611538
679,893,1,1,0.0
679,899,1,1,0.881678344482228
679,911,1,1,0.6418122195922142
679,911,1,2,1.7984752819514107
679,994,2,2,0.44730233319960255
680,738,1,1,1.0041629456020738
680,787,2,2,1.1779980715970875
680,807,1,1,0.8954604452445684
680,832,1,1,1.009506407726874
680,898,1,1,12.980084513902558
680,898,1,2,1.6129560560672664
680,903,1,1,3.02657217208002
680,927,2,2,7.4952233171035045
682,795,2,1,3.038135483233005
682,800,2,2,2.052723962637421
682,806,1,1,0.8114713639650398
682,806,2,1,0.8114713639650398
682,835,2,1,2.6772992731402647
682,835,2,2,0.56379750265237
682,876,1,1,0.6938228515331322
682,931,1,2,0.5594847201004436
682,956,2,1,11.779905163825678
682,990,1,2,2.246375674176245
682,993,2,2,1.728490753319145
683,693,1,2,0.4793833414593087
683,698,1,2,4.363644437159027
683,720,1,2,9.308113224363401
683,727,2,2,5.302905482979881
683,742,2,1,0.3883474056156376
683,749,1,2,6.870713969420206
683,798,2,1,0.4944788486491693
683,824,2,1,0.5511680959930433
683,826,2,2,0.8499189221965557
683,841,1,2,0.701979581807179
683,850,1,2,1.0844756677978376
683,852,2,1,0.5448983346932783
683,852,2,2,5.651332798281313
683,857,1,1,0.44570209196635835
683,858,2,1,1.533865149257558
683,858,2,2,1.533865149257558
683,868,1,1,0.9451081392627259
683,874,1,1,1.3777614812914054
683,874,1,2,1.3777614812914054
683,874,2,1,1.3149393782708172
683,890,1,2,4.025220974796792
683,902,2,1,1.6581533827674062
683,902,2,2,0.9433973818601162
683,917,2,1,1.8868348646563489
683,917,2,2,0.8276773807549489
683,934,2,2,0.5017160134379353
683,944,2,1,6.857679909019161
683,946,2,2,0.38533649165344
683,951,2,2,1.8764179455099128
684,767,2,1,0.8423968139229498
684,866,1,2,2.7120608633188903
684,905,1,1,1.0144139944067612
684,905,2,1,6.919409999976482
685,687,1,1,3.7926471993508972
685,741,1,1,1.2518845992013476
685,759,1,1,1.2677668030289653
685,773,1,1,0.0
685,776,2,2,0.0
685,785,1,1,0.7440650230785242
685,791,1,1,1.177850735428372
685,812,1,1,0.5718390309221854
685,812,1,2,0.22405163586486254
685,816,1,1,0.22821417513908662
685,840,1,1,0.8438986149432464
685,869,1,1,2.7060872417013253
685,899,1,1,0.3081613952027621
685,974,1,1,0.32088575210356285
685,995,2,2,0.40083344870985044
686,798,1,2,1.3954769071173732
686,798,2,2,1.3954769071173732
686,863,1,1,0.0
686,913,2,2,0.7605417843807811
686,925,2,1,0.9618210387758375
686,976,2,1,1.976268332222972
686,994,2,2,1.4717744165011666
687,702,1,1,2.518645888733964
687,747,2,2,0.5174217852002452
687,751,1,2,0.6727538237804448
687,759,1,1,0.30868495585983535
687,785,1,1,2.6990514111061388
687,785,2,2,0.8031869868492078
687,791,1,1,4.353454306582886
687,791,1,2,0.0
687,816,1,1,0.9170172096162168
687,840,1,1,0.5368738939601307
687,840,1,2,0.7915236416614243
687,884,2,1,2.6329466379584776
688,708,2,2,0.6954770477622201
688,752,2,1,0.6613140666931111
688,756,1,1,1.4883589928747167
688,756,1,2,1.9812381290035754
688,756,2,1,0.7582223158476689
688,764,2,2,3.6699069956040415
688,786,1,2,0.4850436287891304
688,786,2,2,0.4850436287891304
688,860,1,1,0.5767193267336049
688,860,1,2,2.405663067701189
688,860,2,1,0.5767193267336049
688,860,2,2,2.405663067701189
688,885,2,2,0.678558561733578
688,929,1,1,1.9147341853941868
688,929,1,2,1.0888504122498546
688,929,2,1,1.0888504122498546
688,929,2,2,7.655430694299522
688,930,1,1,3.2642141066000057
688,962,2,1,0.6375899190656941
689,752,1,1,0.0
689,752,1,2,0.0
689,753,1,1,0.0
689,772,1,1,0.0
689,826,1,1,0.0
689,903,1,1,0.0
689,903,1,2,0.0
689,918,1,1,0.0
689,943,1,2,1.4431161808376936
689,984,1,1,0.0
690,778,1,1,1.692486148031986
690,778,2,1,1.8131561188593723
690,891,1,2,1.5735502254215945
690,891,2,2,1.69346629244749
690,926,1,2,0.26691190419205096
690,926,2,2,0.32305880365363765
690,993,1,1,2.0457995462685696
690,993,2,1,0.8031579908226497
692,705,1,1,1.2771363228677532
692,740,1,1,0.44959550889524746
692,848,1,1,2.118546848768168
693,720,2,2,0.43990665812545326
693,745,2,1,0.5894006053562872
693,823,2,2,0.5717944757871053
693,827,2,1,2.566774818984651
693,852,2,1,0.38140827831934393
693,967,1,1,2.8816871913718476
693,1000,2,1,1.298380759714997
693,1000,2,2,1.5791030115166025
695,747,2,1,0.4107494280442483
696,769,1,2,0.33455963864867183
696,862,1,1,0.420229080791441
696,904,1,2,0.31055007290679454
697,782,1,1,1.4852178960892126
697,782,1,2,3.248033550380941
697,873,2,1,1.3583198376505883
697,951,1,2,0.6876408322842141
697,956,1,1,3.9071638069629255
697,987,1,2,1.3695080069071044
698,720,2,2,6.7554961118949866
698,731,2,1,0.8052479031042169
698,744,2,1,0.0
698,749,2,2,3.522813272489765
698,798,1,2,1.0255718134516827
698,841,2,2,0.9439731693535334
698,850,2,2,1.0529132597817534
698,855,1,1,4.432725217236894
698,856,1,2,1.6849073940433443
698,857,2,1,0.25024864695927385
698,890,2,2,3.3786599780032476
698,922,1,1,2.0449158672165866
699,737,1,2,0.45080554285956337
699,784,1,2,1.5194379823729511
699,814,2,2,1.4344434064198868
699,903,1,2,3.562392032469731
699,958,1,2,1.276706290267108
699,984,1,1,3.9436601998725624
700,701,1,1,3.26816290805744
700,761,2,1,0.09424284877951478
700,901,1,1,2.497405069583996
700,901,1,2,1.9248173034549523
700,960,1,1,2.3268812111171617
700,960,2,2,0.8072651222168046
700,981,1,1,0.2827375773359449
700,981,1,2,3.53175886277924
700,981,2,1,0.8509379364482339
700,981,2,2,2.1205257401799944
701,803,1,1,7.244916095606035
701,803,2,1,0.47868837363987005
701,889,1,1,0.23515074793507262
701,981,1,2,0.33173162880185836
702,747,1,1,0.0
702,747,2,1,0.0
702,753,2,1,4.038496562359543
702,780,2,2,0.6683053919467119
702,785,1,1,0.2902124576745375
702,791,1,1,0.31401128589963967
702,843,1,1,0.3243907946141383
702,869,1,1,0.0
702,869,2,1,0.0
702,883,1,1,0.0
702,883,2,1,0.0
702,903,1,1,0.0
702,918,1,1,0.0
702,941,2,2,2.542249478710122
702,945,1,1,0.0
702,945,2,1,3.1440574710406404
703,828,1,1,0.0
703,828,2,1,0.976452423133866
703,842,1,1,0.0
703,842,2,1,3.26760325714095
703,937,2,1,0.7292644171542361
704,752,2,1,10.309829576819718
704,762,2,1,1.8983551433707202
704,766,2,1,14.633394295218977
704,785,2,1,2.4356424075207546
704,791,2,1,1.1789695142291732
704,824,2,2,7.006582609596843
704,826,2,1,1.5383559761298928
704,875,2,1,0.30624674097485866
704,918,2,1,0.4059929506694125
704,938,2,2,8.359215984076963
704,944,2,2,1.5890344742615352
704,962,2,1,3.990581239515178
704,984,1,2,1.2287484725911897
704,995,2,1,14.803039083606311
704,995,2,2,3.8983912754451464
706,735,1,1,11.192234997380979
706,823,1,2,2.8557982004965403
706,897,1,1,2.279450361558064
706,908,1,1,0.6260514957659767
706,908,2,1,0.6260514957659767
706,913,1,2,0.7072133549052207
706,953,1,2,9.869355382119803
707,794,1,1,1.912573053454969
707,794,2,1,0.9370410529838027
708,730,1,1,1.0442564426511833
708,746,2,1,2.254190374550945
708,749,1,1,0.7583562643679144
708,754,1,1,0.44109283189433995
708,754,1,2,0.7068478392528323
708,754,2,1,4.386453448180274
708,790,2,1,2.840075143223146
708,841,1,1,0.4439142419501557
708,885,1,1,21.239713453424585
708,885,1,2,9.502578319516386
708,885,2,1,9.398426648010577
708,885,2,2,40.443293399177335
708,935,1,1,1.3114325368382025
708,935,1,2,4.3564252142522015
708,953,1,1,2.9101476864744984
708,964,1,2,1.7356854880671615
708,964,2,2,1.7356854880671615
708,996,1,2,0.49009496542771747
710,714,1,2,0.33476759401460443
710,718,1,1,0.7245688684288516
710,718,1,2,2.2193293666279663
710,765,1,2,6.001152777444251
710,820,1,2,2.385900175273266
710,846,1,1,1.2868572914140406
710,846,2,2,8.174843459947416
710,876,2,2,10.943382402451256
710,882,2,2,2.494379102826303
710,963,1,1,4.67059357554841
710,976,1,1,0.27171148135057854
711,776,1,1,2.224269815670996
711,795,1,1,0.48377748720975755
711,835,1,1,0.4302260515708704
711,932,1,2,1.8695741450335976
711,954,2,2,1.3758335110712672
712,735,1,1,1.3799548689054582
712,745,2,1,2.6345466255178334
712,780,1,1,2.425285992008452
712,780,2,1,15.460601030876727
712,789,2,2,6.048760958901396
712,808,1,1,0.48416551787801737
712,808,1,2,0.48416551787801737
712,823,2,2,0.6040175736716625
712,856,1,2,0.3451760872840482
712,856,2,2,0.0
712,892,1,2,15.363866824602251
712,892,2,2,1.5436359426036548
712,894,1,1,5.493788413817826
712,894,1,2,6.304186483737589
712,894,2,1,0.0
712,894,2,2,0.9715315252167382
712,913,1,2,2.9437318550850455
712,913,2,2,0.7144494008930492
712,945,1,2,2.8109700201666397
712,976,1,1,0.48310860480465523
712,980,1,2,1.6355861841526065
712,980,2,2,1.926030861724262
712,1000,2,1,0.7268769169797574
712,1000,2,2,0.8131217191510964
714,718,2,2,1.8627437919264698
714,731,1,2,2.7322711002805287
714,765,2,2,0.43974967980699997
714,868,2,1,0.7530013113134943
714,928,1,2,3.642085331225484
714,935,2,1,1.6643437227591682
714,966,1,2,1.0052801305491568
714,967,2,2,0.0
714,992,2,1,0.0
715,729,1,1,0.37088892994884143
715,765,1,2,0.5425656246173512
715,798,1,1,4.350959837480412
716,811,2,1,1.2939585424521105
716,923,2,1,1.3368365421464685
716,997,1,1,10.703817118480794
716,997,2,2,2.483920377100879
717,782,1,2,0.3724336414495913
717,800,1,1,3.88028758101518
717,800,1,2,2.6912476146519473
718,765,1,2,3.5310057706128544
718,765,2,2,1.2777732442059972
718,938,1,1,0.8191864655026186
718,963,1,1,6.397360595693516
718,992,1,2,0.7853112571862647
720,749,2,2,2.951737088019714
720,841,2,2,0.30670844971177946
720,850,2,2,0.0
720,862,1,1,4.967319781981376
720,890,2,2,2.8485709584681307
720,897,2,1,0.48365383709622983
720,938,1,1,0.5598792068929498
721,828,1,1,1.979415207604739
721,828,1,2,2.9070173335562464
721,914,1,2,0.26506302182145147
722,764,2,1,0.2983556169352233
722,814,2,2,0.0
722,876,2,1,0.0
722,930,1,2,0.0
722,930,2,1,0.2604780210997479
722,958,2,1,1.186443908016386
722,982,2,1,6.088569053023125
723,736,1,2,2.9684431338483104
723,908,1,1,0.6271682256839622
723,950,1,1,0.7238735690036797
723,950,2,1,6.139355160060664
723,963,2,2,0.9413837664999662
725,746,1,2,0.39566618221667776
725,772,2,1,1.6522596181455054
725,790,1,2,1.308257481332947
725,790,2,1,2.0799648154246677
725,825,2,1,0.0
725,880,2,2,4.590618814355323
725,943,1,1,3.8922227472987196
725,973,2,1,3.79157754521517
725,973,2,2,3.786889356606381
725,994,2,1,6.019606550689575
726,778,2,2,2.403608815125583
726,845,2,1,0.9727045984395905
726,880,2,1,4.813744498977271
726,920,2,2,1.7085701327024694
726,936,1,1,1.2118754566207386
726,936,1,2,1.1925928897776095
726,942,1,1,0.7721935135048142
726,942,1,2,0.7721935135048142
726,942,2,1,0.4526745875775774
726,942,2,2,0.4526745875775774
727,742,1,2,1.41863493844472
727,742,2,2,0.4303772421171577
727,798,2,1,0.6014443663189724
727,813,1,2,11.252611809099044
727,813,2,2,1.363705676583413
727,826,1,2,4.363340794192303
727,826,2,2,2.455770886431263
727,852,2,1,0.509586090290765
727,852,2,2,1.5313701371837714
727,858,1,2,0.7674161016810939
727,858,2,2,0.8227172847118065
727,874,2,1,4.2261294466651735
727,902,2,1,0.4509227134727299
727,902,2,2,0.39115185445879325
727,917,2,1,0.5095077355019308
727,917,2,2,0.34337383744416555
727,931,1,2,3.472669936617702
727,944,1,1,2.274028467487948
727,944,2,1,14.925605387497958
727,946,1,2,0.3474554453554472
727,946,2,2,0.37745657387090303
727,951,2,2,0.5069654418408986
728,862,2,2,0.29609312825544204
729,868,1,1,3.255861816918971
729,874,1,1,1.7237603639016474
729,874,1,2,1.7237603639016474
730,749,1,1,2.692717861101243
730,857,1,2,0.6033119839055607
730,885,1,1,2.143110510082084
730,930,1,1,0.7281523202255211
730,930,1,2,0.7281523202255211
730,935,1,1,0.2786758900417486
730,935,1,2,0.7415099293210307
730,947,1,2,0.5295935290100662
730,953,1,1,1.762184197982476
730,996,1,1,1.398655798804951
732,800,2,2,1.6069499134275045
732,821,1,1,0.526087808561588
732,821,2,1,1.4065847541535788
732,821,2,2,1.345175021909188
732,886,1,2,1.02953399635682
732,886,2,2,0.3298915006701426
732,934,2,1,1.3294438892046503
732,956,2,2,3.6808833881434193
735,749,1,2,2.792755240144581
735,823,1,2,7.076780410140532
735,857,2,2,0.6512880277395909
735,876,2,1,1.0458711220945398
735,892,1,2,1.2778477448607828
735,897,1,1,3.4126649636525492
735,913,1,2,6.581956904420154
735,931,2,2,0.7053873454052435
735,945,1,2,0.3912446859331483
735,947,2,2,0.34907077533616476
735,950,1,1,0.39818147773612733
735,953,1,2,3.2478666958881175
735,968,2,1,11.021708842631751
735,996,2,1,0.2954730518291569
736,863,1,1,1.911784274928095
736,863,2,1,1.911784274928095
737,776,1,1,0.8048580437303204
737,778,2,2,0.3423552565850263
737,781,1,1,0.30000762120294855
737,797,1,1,1.2094560300971295
737,822,1,1,0.0
737,822,1,2,1.040546873333655
737,880,2,1,0.8577267476750456
737,906,1,2,0.22141759253580615
737,907,1,1,2.9338733228835068
737,926,1,2,0.0
737,926,2,2,0.0
737,954,1,1,0.22116907027247482
737,993,1,2,1.1271265811468116
